ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
598234,                  Vase Lucero beton 28cm,    2.99,       0,    4.99,     6,        77,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             77,1,          beton,             28,              598225,77,
598235,             Kübel Midoro beton/rot 11cm,    0.99,       0,    2.79,    16,       174,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,            174,1,      beton/rot,             10,              598235,174,
598236,           Kübel Midoro beton/rot 14.5cm,    1.99,       0,    4.59,     8,        16,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             16,1,      beton/rot,           12.5,              598235,16,
598237,           Kübel Midoro beton/rot 17.5cm,    2.99,       0,    6.39,     4,        12,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             12,1,      beton/rot,             16,              598235,12,
598238,      Jardiniere Midoro beton/rot 20.5cm,    1.59,       0,    4.29,     9,         9,          ,     ,          ,     ,          ,     ,                          SALE,                    JARDINIERE,              9,1,      beton/rot,            9.5,              598235,9,
598239,      Jardiniere Midoro beton/rot 26.5cm,    2.99,       0,    6.69,     4,        95,          ,     ,          ,     ,          ,     ,                          SALE,                    JARDINIERE,             95,1,      beton/rot,           12.5,              598235,95,
598265,         Kübel Amil schwarz/natur 17.5cm,    2.99,       0,    5.99,     8,        23,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             23,1,  schwarz/natur,             16,              598261,23,
598266,                  Kübel Kubo Peacock 8cm,    0.59,       0,    0.79,    24,        70,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             70,1,     beton/grün,              8,              598266,142,
598267,                 Kübel Kubo Peacock 11cm,    0.99,       0,    1.39,    12,        22,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             22,1,     beton/grün,             11,              598266,58,
598269,                 Kübel Kubo Peacock 14cm,    1.99,       0,    2.79,     8,        24,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             24,1,     beton/grün,             14,              598266,48,
598270,                 Kübel Kubo Peacock 17cm,    2.99,       0,    4.19,     4,        12,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             12,1,     beton/grün,             17,              598266,32,
598600,              Figur Santa Xmas grau 20cm,    0.99,       0,    2.79,    24,       166,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            166,1,          beton,             20,              598600,166,
598603,         Rentier-Büste Mala beton 16.5cm,    2.59,       0,    3.59,    18,        18,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             18,1,          beton,           16.5,              598603,18,
598604,           Rentier-Büste Mala beton 23cm,    4.29,       0,    5.99,     8,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              8,1,          beton,             23,              598603,8,
598609, Teelicht Kula m. Holzfiguren beton 12cm,    0.59,       0,    0.79,    36,       144,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,            144,1,          beton,             12,              598605,144,
599111,             Style-Kübel Claus weiß 19cm,    2.99,       0,    4.99,     8,        56,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             56,1,           weiß,             19,              599109,56,
599112,           Deko-Stern Natale silber 20cm,    4.29,       0,    5.49,    12,        11,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             11,1,         silber,             20,              599112,11,
599122,         Teelicht Lametta grün/weiß 20cm,    0.99,       0,    1.99,    24,       143,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,            143,1,      grün/weiß,             20,              599122,167,
599124,         Teelicht Lametta grün/weiß 30cm,    1.99,       0,    8.39,    12,        23,          ,     ,          ,     ,          ,     ,                          SALE,                TEE-/WINDLICHT,             23,1,      grün/weiß,             30,              599122,35,
599129,             Rentier-Pot Comet grau 17cm,    6.39,       0,    7.09,     8,        14,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             14,1,           grau,             20,              599125,14,
599200,        Kübel Spicey steingrau/weiß 14cm,    2.99,       0,    4.19,    12,        12,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             12,0,      grau/weiß,             10,              599200,12,
599203,      Kübel Spicey steingrau/weiß 19.5cm,    6.99,       0,    9.79,     4,        28,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             28,0,      grau/weiß,           14.5,              599200,28,
599207,        Kübel Spicey steingrau/rosa 14cm,    2.99,       0,    4.19,    12,       166,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            166,0,      grau/rosa,             10,              599200,166,
599208,        Kübel Spicey steingrau/rosa 16cm,    3.99,       0,    5.59,     8,       127,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            127,0,      grau/rosa,             12,              599200,127,
599209,        Kübel Spicey steingrau/rosa 18cm,    4.99,       0,    6.99,     6,       108,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            108,0,      grau/rosa,           13.5,              599200,108,
599210,      Kübel Spicey steingrau/rosa 19.5cm,    6.99,       0,    9.79,     4,        89,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             89,0,      grau/rosa,           14.5,              599200,89,
599211,       Schale Spicey steingrau/rosa 20cm,    3.99,       0,    5.59,     8,       104,          ,     ,          ,     ,          ,     ,                       KERAMIK,                        SCHALE,            104,0,      grau/rosa,              8,              599200,104,
599212,       Schale Spicey steingrau/rosa 25cm,    4.99,       0,    6.99,     4,        75,          ,     ,          ,     ,          ,     ,                       KERAMIK,                        SCHALE,             75,0,      grau/rosa,             10,              599200,75,
599213,       Schale Spicey steingrau/rosa 30cm,    6.99,       0,    9.79,     2,        56,          ,     ,          ,     ,          ,     ,                       KERAMIK,                        SCHALE,             56,0,      grau/rosa,           11.5,              599200,56,
599214,    Kübel Spicey steingrau/hellblau 14cm,    1.99,       0,    2.79,    12,        60,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             60,0,  grau/hellblau,             10,              599200,60,
599216,    Kübel Spicey steingrau/hellblau 18cm,    2.99,       0,    4.19,     6,        36,          ,     ,          ,     ,          ,     ,                          SALE,                         KÜBEL,             36,0,  grau/hellblau,           13.5,              599200,36,
599218,   Schale Spicey steingrau/hellblau 20cm,    1.99,       0,    2.79,     8,        87,          ,     ,          ,     ,          ,     ,                          SALE,                        SCHALE,             87,0,  grau/hellblau,              8,              599200,87,
599219,   Schale Spicey steingrau/hellblau 25cm,    2.99,       0,    4.19,     4,        12,          ,     ,          ,     ,          ,     ,                          SALE,                        SCHALE,             12,0,  grau/hellblau,             10,              599200,12,
599220,   Schale Spicey steingrau/hellblau 30cm,    3.99,       0,    5.59,     2,        18,          ,     ,          ,     ,          ,     ,                          SALE,                        SCHALE,             18,0,  grau/hellblau,           11.5,              599200,18,
599237,       Mini-Hase Colombo weiß sort. 15cm,    2.29,       0,    4.59,    18,        36,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             36,1,           weiß,             15,              599237,36,
599241,               Catpot Kitkat weiß 16.5cm,    4.29,       0,    5.99,    12,        44,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             44,1,           weiß,             15,              599240,44,
599242,                 Catpot Kitkat weiß 18cm,    5.59,       0,    7.79,     9,        89,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             89,1,           weiß,             18,              599240,89,
599243,            Catpot Kitkat schwarz 13.5cm,    3.49,       0,    4.89,    18,        33,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             33,1,        schwarz,           12.5,              599240,33,
599244,            Catpot Kitkat schwarz 16.5cm,    4.29,       0,    5.99,    12,       119,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,            119,1,        schwarz,             15,              599240,119,
599245,              Catpot Kitkat schwarz 18cm,    5.59,       0,    7.79,     9,        90,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             90,1,        schwarz,             18,              599240,90,
599246,             Kübel Cool Cactus weiß 13cm,    3.39,       0,    4.79,    18,        52,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             52,1,           weiß,              9,              599246,52,
599247,           Kübel Cool Cactus weiß 14.5cm,    4.19,       0,    5.89,    12,        71,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             71,1,           weiß,             10,              599246,71,
599248,           Kübel Cool Cactus weiß 15.5cm,    4.99,       0,    6.99,     9,        60,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             60,1,           weiß,             13,              599246,60,
599249,             Kübel Cool Cactus weiß 17cm,    5.99,       0,    8.39,     6,        58,          ,     ,          ,     ,          ,     ,                       KERAMIK,                         KÜBEL,             58,1,           weiß,             14,              599246,58,
607003,         Teelichthalter aus Glas 48tlg. ,   18.72,       0,   47.52,     1,        26,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,             26, ,undefiniert,undefiniert,                    ,26,
607004,          Windlicht-Sort. Bowl     36tlg,   32.04,       0,   32.04,     1,         8,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,              8, ,undefiniert,              6,                    ,8,
610633,          Kübel L'Agio terra patina 13cm,    1.49,       0,    2.09,    16,        95,          ,     ,          ,     ,          ,     ,                    TERRACOTTA,                         KÜBEL,             95,1,          terra,             11,              610631,95,
610634,          Kübel L'Agio terra patina 14cm,    1.99,       0,    2.79,    12,         7,          ,     ,          ,     ,          ,     ,                    TERRACOTTA,                         KÜBEL,              7,1,          terra,             14,              610631,7,
611166S,     SORTIMENT Banshee klar m. Sprenkeln,  139.18,       0,  180.58,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
613105,          Rosenpotter terra patina 3tlg.,   39.97,       0,   55.97,     1,        35,          ,     ,          ,     ,          ,     ,                    TERRACOTTA,                         KÜBEL,             35,1,   terra patina,              0,              613105,35,
616201,                 Alu Vase Barcelona 38cm,   34.99,       0,   45.99,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,              1, ,undefiniert,             38,                    ,1,
616207,                    Alu Vase Berlin 50cm,      54,       0,      72,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,              1, ,undefiniert,             50,                    ,1,
616213,                    Alu Vase Vienna 32cm,      29,       0,      39,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,                          VASE,              1, ,undefiniert,             32,                    ,1,
616503,         Alu Kerzenständer Atlantis 70cm,   29.99,       0,   39.99,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,             70,                    ,3,
616506,            Alu Teelichthalter Eden 50cm,      54,       0,      72,     1,         4,          ,     ,          ,     ,          ,     ,                       KERAMIK,                TEE-/WINDLICHT,              4, ,undefiniert,             50,                    ,4,
616509,               Alu Kerzentisch Roma 58cm,     129,       0,     169,     1,         1,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              1, ,undefiniert,             58,                    ,1,
617585,   Engel Vanguarde kniend anthrazit 70cm,     139,       0,     179,     1,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              3, ,undefiniert,             70,                    ,3,
618900,        Edelstahl-Behälter f. Glas-Feuer,    2.99,       0,    3.99,     1,      1288,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,           1288, ,undefiniert,undefiniert,                    ,1288,
619108,          Steel-Pot Wave taupe matt 22cm,    6.99,       0,    9.79,     6,        12,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             12,1,     taupe matt,             19,              619100,12,
619111,          Steel-Pot Wave taupe matt 39cm,   22.99,       0,   32.19,     6,         6,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              6,1,     taupe matt,             30,              619100,6,
619114,         Steel-Pot Groove blau-grün 39cm,   24.99,       0,   34.99,     6,        12,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             12,1,      blau-grün,             30,              619112,12,
619117,             Steel-Pot Groove beige 39cm,   24.99,       0,   34.99,     6,         6,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              6,1,          beige,             30,              619112,6,
619118,        Steel-Pot Vintage grau-blau 22cm,    9.29,       0,   12.99,     6,       392,16.08.2021,240  ,01.11.2021,300  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -148,1,      grau-blau,             19,              619118,20,
619119,        Steel-Pot Vintage grau-blau 26cm,   13.49,       0,   18.89,     6,       294,16.08.2021,180  ,01.11.2021,210  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -96,1,      grau-blau,             22,              619118,36,
619120,        Steel-Pot Vintage grau-blau 33cm,   19.89,       0,   27.99,     6,       177,16.08.2021,120  ,01.11.2021,120  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -63,1,      grau-blau,             26,              619118,9,
619121,        Steel-Pot Vintage grau-blau 39cm,   29.29,       0,   39.99,     6,        32,01.11.2021,78   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -46,1,      grau-blau,             30,              619118,20,
619122,             Steel-Pot Vintage rosé 22cm,    9.29,       0,   12.99,     6,       360,16.08.2021,240  ,01.11.2021,360  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -240,1,           rosé,             19,              619118,66,
619123,             Steel-Pot Vintage rosé 26cm,   13.49,       0,   18.89,     6,       269,16.08.2021,180  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -151,1,           rosé,             22,              619118,35,
619124,             Steel-Pot Vintage rosé 33cm,   19.89,       0,   27.99,     6,       174,16.08.2021,120  ,01.11.2021,120  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -66,1,           rosé,             26,              619118,30,
619125,             Steel-Pot Vintage rosé 39cm,   29.29,       0,   39.99,     6,        38,16.08.2021,60   ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -82,1,           rosé,             30,              619118,8,
619130,                Steel-Pot Tati grün 22cm,    8.69,       0,   12.19,     6,       319,16.08.2021,120  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -41,1,           grün,             19,              619130,103,
619131,                Steel-Pot Tati grün 26cm,   12.59,       0,   17.59,     6,       173,01.11.2021,180  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             -7,1,           grün,             22,              619130,89,
619132,                Steel-Pot Tati grün 33cm,   18.29,       0,   25.59,     6,       101,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -19,1,           grün,             26,              619130,47,
619133,                Steel-Pot Tati grün 39cm,   27.39,       0,   38.39,     6,        36,16.08.2021,60   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -24,1,           grün,             30,              619130,30,
619135,       Steel-Pot Tati pfirsich-rosa 26cm,   12.59,       0,   17.59,     6,         1,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              1,1,  pfirsich-rosa,             22,              619130,1,
619138,         Steel-Pot Tati light mocca 22cm,    8.69,       0,   12.19,     6,       468,01.11.2021,540  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -72,1,          mocca,             19,              619130,24,
619139,         Steel-Pot Tati light mocca 26cm,   12.59,       0,   17.59,     6,       287,01.11.2021,300  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -13,1,          mocca,             22,              619130,53,
619140,         Steel-Pot Tati light mocca 33cm,   18.29,       0,   25.59,     6,       180,01.11.2021,180  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              0,1,          mocca,             26,              619130,12,
619141,         Steel-Pot Tati light mocca 39cm,   27.39,       0,   38.39,     6,        89,01.11.2021,60   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             29,1,          mocca,             30,              619130,35,
619160,           Steel-Pot Tati weiß-grau 22cm,    8.69,       0,   12.19,     6,       456,01.11.2021,480  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -24,1,           weiß,             19,              619130,24,
619161,           Steel-Pot Tati weiß-grau 26cm,   12.59,       0,   17.59,     6,       240,01.11.2021,240  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              0,1,           weiß,             22,              619130,6,
619162,           Steel-Pot Tati weiß-grau 33cm,   18.29,       0,   25.59,     6,       168,01.11.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             48,1,           weiß,             26,              619130,60,
619163,           Steel-Pot Tati weiß-grau 39cm,   27.39,       0,   38.39,     6,        72,01.11.2021,60   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             12,1,           weiß,             30,              619130,12,
619164,         Steel-Pot Tati dunkel-grau 22cm,    8.69,       0,   12.19,     6,       379,16.08.2021,240  ,01.11.2021,360  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -221,1,    dunkel-grau,             19,              619130,13,
619165,         Steel-Pot Tati dunkel-grau 26cm,   12.59,       0,   17.59,     6,       180,16.08.2021,150  ,01.11.2021,120  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -90,1,    dunkel-grau,             22,              619130,66,
619166,         Steel-Pot Tati dunkel-grau 33cm,   18.29,       0,   25.59,     6,       132,16.08.2021,210  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -78,1,    dunkel-grau,             26,              619130,36,
619167,         Steel-Pot Tati dunkel-grau 39cm,   27.39,       0,   38.39,     6,        18,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,           -102,1,    dunkel-grau,             30,              619130,6,
619168,        Steel-pot Vintage weiß-grau 22cm,    9.29,       0,   12.99,     6,       366,16.08.2021,300  ,01.11.2021,360  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -294,1,           weiß,             19,              619118,12,
619169,        Steel-Pot Vintage weiß-grau 26cm,   13.49,       0,   18.89,     6,       264,16.08.2021,300  ,01.11.2021,120  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -156,1,          weiß ,             22,              619118,30,
619170,        Steel-Pot Vintage weiß-grau 33cm,   19.89,       0,   27.99,     6,       198,16.08.2021,240  ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,           -102,1,           weiß,             26,              619118,12,
619171,        Steel-Pot Vintage weiß-grau 39cm,   29.29,       0,   39.99,     6,        32,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -88,1,           weiß,             30,              619118,8,
619181,             Steel-Pot Sparrow rosé 26cm,   13.59,       0,   18.99,     3,        24,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             24,1,           rosé,             20,              619175,51,
619182,             Steel-Pot Sparrow rosé 29cm,   16.19,       0,   22.69,     3,        18,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             18,1,           rosé,             23,              619175,27,
619194,               Steel-Pot Soho mocca 32cm,   19.99,       0,   27.99,     6,         6,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              6,1,          mocca,             27,              619184,6,
619200,        Steel-Pot Vintage grau-blau 16cm,    5.59,       0,    7.79,    24,       353,16.08.2021,480  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,           -127,1,      grau-blau,             14,              619118,161,
619201,             Steel-Pot Vintage rosé 16cm,    5.59,       0,    7.79,    24,       396,16.08.2021,480  ,01.11.2021,192  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -276,1,           rosé,             14,              619118,96,
619202,        Steel-Pot Vintage weiß-grau 16cm,    5.59,       0,    7.79,    24,       300,16.08.2021,480  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -420,1,      weiß-grau,             14,              619118,156,
619203,             Steel-Pot Vintage grün 16cm,    4.89,       0,    6.79,    24,        88,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             88,1,           grün,             14,              619118,256,
619204,             Steel-Pot Vintage gelb 16cm,    4.89,       0,    6.79,     6,       648,01.11.2021,840  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,           -192,1,           gelb,             14,              619118,0,
619205,             Steel-Pot Vintage gelb 22cm,    7.99,       0,   11.19,     6,       438,01.11.2021,540  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,           -102,1,           gelb,             19,              619118,0,
619206,             Steel-Pot Vintage gelb 26cm,   11.99,       0,   16.79,     6,       294,01.11.2021,360  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -66,1,           gelb,             22,              619118,0,
619207,             Steel-Pot Vintage gelb 33cm,   17.99,       0,   25.19,     6,       180,01.11.2021,240  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -60,1,           gelb,             26,              619118,0,
619208,             Steel-Pot Vintage gelb 39cm,   25.99,       0,   36.59,     6,        42,01.11.2021,90   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -48,1,           gelb,             30,              619118,0,
619210,                Steel-Pot Tati grün 16cm,    5.29,       0,    7.39,    24,       504,16.08.2021,240  ,01.11.2021,600  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -336,1,           grün,             14,              619130,0,
619212,         Steel-Pot Tati light mocca 16cm,    5.29,       0,    7.39,    24,       635,16.08.2021,240  ,01.11.2021,480  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -85,1,    light mocca,             14,              619130,23,
619213,           Steel-Pot Tati weiß-grau 16cm,    5.29,       0,    7.39,    24,       503,16.08.2021,360  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -97,1,      weiß-grau,             14,              619130,71,
619214,         Steel-Pot Tati dunkel-grau 16cm,    5.29,       0,    7.39,    24,       264,16.08.2021,360  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -336,1,    dunkel-grau,             14,              619130,132,
619218,           Steel-Pot Troy weiß-grau 32cm,   18.99,       0,   26.59,     4,         4,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              4,1,      weiß-grau,        D32xH28,              619215,4,
619219,         Steel-Pot Troy anthrazit 15.5cm,    4.89,       0,    6.89,    24,        11,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             11,1,      anthrazit,      D15.5xH13,              619215,11,
619220,           Steel-Pot Troy anthrazit 22cm,    8.99,       0,   12.59,     4,         7,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              7,1,      anthrazit,        D22xH19,              619215,7,
619232,             Steel-Pot Sparrow rosé 16cm,    6.19,       0,    8.69,     6,         6,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,              6,1,           rosé,             14,              619175,60,
619236,      Steel-Pot Vintage pastellblau 16cm,    5.59,       0,    7.79,    24,       473,01.11.2021,360  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            113,1,    pastellblau,             14,              619118,281,
619237,      Steel-Pot Vintage pastellblau 22cm,    9.29,       0,   12.99,     6,       492,16.08.2021,300  ,01.11.2021,240  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -48,1,    pastellblau,             19,              619118,24,
619238,      Steel-Pot Vintage pastellblau 26cm,   13.49,       0,   18.89,     6,       344,16.08.2021,180  ,01.11.2021,210  ,          ,     ,                    STEEL POTS,                         KÜBEL,            -46,1,    pastellblau,             22,              619118,50,
619239,      Steel-Pot Vintage pastellblau 33cm,   19.89,       0,   27.99,     6,       186,16.08.2021,120  ,01.11.2021,90   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -24,1,    pastellblau,             26,              619118,12,
619240,      Steel-Pot Vintage pastellblau 39cm,   29.29,       0,   39.99,     6,        74,16.08.2021,60   ,01.11.2021,60   ,          ,     ,                    STEEL POTS,                         KÜBEL,            -46,1,    pastellblau,             30,              619118,8,
619241,            Steel-Pot Diamond mocca 16cm,    5.59,       0,    7.79,    24,       284,16.08.2021,360  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -76,1,          mocca,             14,              619241,92,
619242,            Steel-Pot Diamond mocca 22cm,    9.99,       0,   13.99,     6,       167,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             47,1,          mocca,             19,              619241,197,
619243,            Steel-Pot Diamond mocca 26cm,   13.49,       0,   18.89,     6,        24,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             24,1,          mocca,             22,              619241,114,
619244,            Steel-Pot Diamond mocca 33cm,   19.99,       0,   27.99,     6,        90,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             90,1,          mocca,             26,              619241,108,
619245,            Steel-Pot Diamond mocca 39cm,   29.29,       0,   39.99,     6,        35,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             35,1,          mocca,             30,              619241,48,
619249,            Steel-Pot Diamond taupe 33cm,   19.99,       0,   27.99,     6,        95,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             95,1,          taupe,             26,              619241,113,
619250,            Steel-Pot Diamond taupe 39cm,   29.29,       0,   39.99,     6,        78,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             78,1,          taupe,             30,              619241,84,
619251,             Steel-Pot Diamond grün 16cm,    5.59,       0,    7.79,    24,       168,16.08.2021,240  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -72,1,           grün,             14,              619241,69,
619252,             Steel-Pot Diamond grün 22cm,    9.99,       0,   13.99,     6,       101,16.08.2021,180  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -79,1,           grün,             19,              619241,29,
619253,             Steel-Pot Diamond grün 26cm,   13.49,       0,   18.89,     6,        48,16.08.2021,120  ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,            -72,1,           grün,             22,              619241,0,
619254,             Steel-Pot Diamond grün 33cm,   19.99,       0,   27.99,     6,       150,16.08.2021,60   ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             90,1,           grün,             26,              619241,108,
619255,             Steel-Pot Diamond grün 39cm,   29.29,       0,   39.99,     6,        12,          ,     ,          ,     ,          ,     ,                    STEEL POTS,                         KÜBEL,             12,1,           grün,             30,              619241,24,
619256,  Steel-Pot Fat Vintage white stone 15cm,    4.99,       0,    6.99,    24,       648,16.08.2021,240  ,01.11.2021,720  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -312,1,    white stone,             13,              619256,0,
619257,  Steel-Pot Fat Vintage white stone 22cm,    9.89,       0,   13.89,     6,       192,16.08.2021,150  ,01.11.2021,180  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -138,1,    white stone,             19,              619256,48,
619258,  Steel-Pot Fat Vintage white stone 28cm,   14.89,       0,   19.99,     6,       156,16.08.2021,120  ,01.11.2021,180  ,          ,     ,                    STEEL POTS,                         KÜBEL,           -144,1,    white stone,             23,              619256,12,
619259,  Steel-Pot Fat Vintage white stone 32cm,   20.99,       0,   29.39,     6,        72,16.08.2021,90   ,01.11.2021,90   ,          ,     ,                    STEEL POTS,                         KÜBEL,           -108,1,    white stone,             27,              619256,6,
