ArNr,Artikelbezeichnung,PreisD,Rabattpreis,PreisCH,VE,Lagerbestand_generell,Bestelldatum1,Bestellmenge1,Bestelldatum2,Bestellmenge2,Bestelldatum3,Bestellmenge3,Kategorie,Subkategorie,Lagerbestand_sofort,Exportkennzeichen,Farbe,Groesse,Kennzeichen,Lagerbestand_physisch,
345203,          Vase Oyyo INSPIRIO® creme 27cm,   23.59,       0,   29.99,     1,        22,          ,     ,          ,     ,          ,     ,                      INSPIRIO,                          VASE,             22,1,          creme,             27,              345201,22,
345501,        Hängeleuchte Zax INSPIRIO® creme,   19.99,       0,   27.99,     1,        32,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             32,1,          creme,             20,              345501,32,
345511,           Kübel Diamante soft rosé 24cm,   21.99,       0,   29.99,     1,         1,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,                         KÜBEL,              1,1,      soft rosé,             23,              345511,1,
347001,   Hasen-Sortiment Colombo sortiert 30cm,   62.91,       0,   88.11,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              0,1,   farbl. sort.,             30,              347500,0,
347501,          Eier-Tablett Colombo grau 32cm,    3.99,       0,    5.59,     4,        36,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,             36,1,           grau,            7.5,              395620,36,
347505,Deko-Hase Colombo m.Eierhalter sort.30cm,    3.99,    5.99,    9.79,     3,        10,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             10,1,       sortiert,             30,              395620,10,
349337S,           SORTIMENT Tarifa patina weiß ,  100.74,       0,  137.74,     1,         0,          ,     ,          ,     ,          ,     ,                       KERAMIK,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
349341S,           SORTIMENT Tarifa patina grün ,  100.74,       0,  137.74,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
349345S,           SORTIMENT Tarifa patina gelb ,  100.74,       0,  137.74,     1,         0,          ,     ,          ,     ,          ,     ,UNKATEGORISIERT,UNKATEGORISIERT,              0, ,undefiniert,undefiniert,                    ,0,
349356,                Vase Lollobello rot 30cm,    4.99,       0,    6.99,     4,        52,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             52,1,            rot,             30,              349350,52,
349357,                Vase Lollobello rot 40cm,    6.99,       0,    8.99,     2,        46,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             46,1,            rot,             40,              349350,46,
349366,               Vase Lollobello weiß 30cm,    4.99,       0,    6.99,     4,        58,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             58,1,           weiß,             30,              349350,58,
349367,               Vase Lollobello weiß 40cm,    6.99,       0,    8.99,     2,        45,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             45,1,           weiß,             40,              349350,45,
349376,               Vase Lollobello grün 30cm,    4.99,       0,    6.99,     4,        64,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             64,1,           grün,             30,              349370,64,
349377,               Vase Lollobello grün 40cm,    6.99,       0,    8.99,     2,        57,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             57,1,           grün,             40,              349370,57,
349900,            Ampel Vulcano dark moss 13cm,    2.59,       0,    9.79,     8,       128,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            128,1,      dark moss,             13,              349900,128,
349902,             Ampel Vulcano lava red 13cm,    2.59,       0,    9.79,     8,       144,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            144,1,       lava red,             13,              349900,144,
349903,             Ampel Vulcano lava red 15cm,    3.29,       0,   11.19,     8,        56,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             56,1,       lava red,             15,              349900,56,
355502, Sternvase Facella INSPIRIO® creme 40cm ,   19.99,       0,   27.99,     2,        12,          ,     ,          ,     ,          ,     ,                          SALE,                          VASE,             12,1,          creme,             40,              355500,20,
358313,          Schale Carol Line schwarz 15cm,    2.99,       0,    3.99,     4,         3,          ,     ,          ,     ,          ,     ,                       KERAMIK,                        SCHALE,              3, ,undefiniert,            4.5,                    ,3,
358504,  Tischlicht-Boot creme für Liquid Wachs,    2.59,       0,    3.59,     4,        16,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             16,1,          creme,            7.5,              358504,16,
358505,Tischlicht-Boot schwarz für Liquid Wachs,    2.59,       0,    3.59,     4,        40,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             40,1,        schwarz,            7.5,              358504,40,
358506,Tischlicht-Würfel creme für Liquid Wachs,    0.99,       0,    1.39,    12,       189,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            189,1,          creme,              8,              358504,189,
358507,Tischlicht-Würfel schwarz f.Liquid Wachs,    0.99,       0,    1.39,    12,       123,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,            123,1,        schwarz,              8,              358504,123,
358508,Tischlicht-Zylinder creme f.Liquid Wachs,    0.99,       0,    1.39,    12,        48,          ,     ,          ,     ,          ,     ,                          SALE,UNKATEGORISIERT,             48,1,          creme,              8,              358504,48,
